FIPS,State,Area name,Population 2020,Population 2021
55078,WI,Menominee County,"4,255","4,289"
55079,WI,Milwaukee County,"939,489","928,059"
55081,WI,Monroe County,"46,274","46,193"
55083,WI,Oconto County,"38,965","39,356"
55085,WI,Oneida County,"37,845","38,259"
55087,WI,Outagamie County,"190,705","191,545"
55089,WI,Ozaukee County,"91,503","92,497"
55091,WI,Pepin County,"7,318","7,364"
55093,WI,Pierce County,"42,212","42,587"
55095,WI,Polk County,"44,977","45,431"
55097,WI,Portage County,"70,377","70,468"
55099,WI,Price County,"14,054","14,050"
55101,WI,Racine County,"197,727","196,896"
55103,WI,Richland County,"17,304","17,212"
55105,WI,Rock County,"163,687","164,381"
55107,WI,Rusk County,"14,188","14,123"
55109,WI,St. Croix County,"93,536","95,044"
55111,WI,Sauk County,"65,763","65,697"
55113,WI,Sawyer County,"18,074","18,295"
55115,WI,Shawano County,"40,881","40,859"
55117,WI,Sheboygan County,"118,034","117,747"
55119,WI,Taylor County,"19,913","19,923"
55121,WI,Trempealeau County,"30,760","30,724"
55123,WI,Vernon County,"30,714","30,915"
55125,WI,Vilas County,"23,047","23,520"
55127,WI,Walworth County,"106,478","106,799"
55129,WI,Washburn County,"16,623","16,752"
55131,WI,Washington County,"136,761","137,175"
55133,WI,Waukesha County,"406,978","408,756"
55135,WI,Waupaca County,"51,812","51,570"
55137,WI,Waushara County,"24,520","24,828"
55139,WI,Winnebago County,"171,730","171,623"
55141,WI,Wood County,"74,207","74,070"
56000,WY,Wyoming,"576,851","578,803"
56001,WY,Albany County,"37,066","37,608"
56003,WY,Big Horn County,"11,521","11,632"
56005,WY,Campbell County,"47,026","46,401"
56007,WY,Carbon County,"14,537","14,649"
56009,WY,Converse County,"13,751","13,672"
56011,WY,Crook County,"7,181","7,315"
56013,WY,Fremont County,"39,234","39,336"
56015,WY,Goshen County,"12,498","12,537"
56017,WY,Hot Springs County,"4,621","4,597"
56019,WY,Johnson County,"8,447","8,623"
56021,WY,Laramie County,"100,512","100,863"
56023,WY,Lincoln County,"19,581","20,153"
56025,WY,Natrona County,"79,955","79,555"
56027,WY,Niobrara County,"2,467","2,438"
56029,WY,Park County,"29,624","30,108"
56031,WY,Platte County,"8,605","8,699"
56033,WY,Sheridan County,"30,921","31,646"
56035,WY,Sublette County,"8,728","8,697"
56037,WY,Sweetwater County,"42,272","41,614"
56039,WY,Teton County,"23,331","23,575"
56041,WY,Uinta County,"20,450","20,635"
56043,WY,Washakie County,"7,685","7,705"
56045,WY,Weston County,"6,838","6,745"
